gene,non_unique_gene_name,annotation,from
hcaB_8,hcaB_8,3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,hcaB
frlD_2,frlD_2,Fructosamine kinase FrlD,frlD
ku_3,ku_3,Non-homologous end joining protein Ku,ku
ligD_4,ligD_4,Multifunctional non-homologous end joining protein LigD,ligD
btuD_1,btuD_1,Vitamin B12 import ATP-binding protein BtuD,btuD
ppsC_2,ppsC_2,Phthiocerol synthesis polyketide synthase type I PpsC,ppsC
dmlR_11,dmlR_11,HTH-type transcriptional regulator DmlR,dmlR
rclR_2,rclR_2,RCS-specific HTH-type transcriptional activator RclR,rclR
syrM1_3,syrM1_3,HTH-type transcriptional regulator SyrM 1,syrM1
mtrA,mtrA,HTH-type transcriptional regulator MtrA,mtrA
cpo_4,cpo_4,Non-heme chloroperoxidase,cpo
gfo,gfo,Glucose--fructose oxidoreductase,gfo
pikAII,pikAII,Narbonolide/10-deoxymethynolide synthase PikA2 modules 3 and 4,pikAII
potF_1,potF_1,Putrescine-binding periplasmic protein,potF
adh_1,adh_1,Alcohol dehydrogenase,adh
nemA_3,nemA_3,N-ethylmaleimide reductase,nemA
ccpA_4,ccpA_4,Catabolite control protein A,ccpA
msrP_3,msrP_3,Protein-methionine-sulfoxide reductase catalytic subunit MsrP,msrP
xylB_5,xylB_5,Aryl-alcohol dehydrogenase,xylB
paaJ,paaJ,3-oxoadipyl-CoA/3-oxo-56-dehydrosuberyl-CoA thiolase,paaJ
alkJ_4,alkJ_4,Alcohol dehydrogenase [acceptor],alkJ
blh_1,blh_1,Beta-lactamase hydrolase-like protein,blh
mntH,mntH,Divalent metal cation transporter MntH,mntH
abaF,abaF,Fosfomycin resistance protein AbaF,abaF
gabR_1,gabR_1,HTH-type transcriptional regulatory protein GabR,gabR
phdK,phdK,2-formylbenzoate dehydrogenase,phdK
sasA_9,sasA_9,Adaptive-response sensory-kinase SasA,sasA
ilvG_2,ilvG_2,Acetolactate synthase isozyme 2 large subunit,ilvG
stcD_2,stcD_2,putative N-methylproline demethylase,stcD
mshA_7,mshA_7,D-inositol-3-phosphate glycosyltransferase,mshA
eutC,;eutC,hypothetical protein;Ethanolamine ammonia-lyase light chain,eutC
ftsP_2,;ftsP_2,hypothetical protein;Cell division protein FtsP,ftsP
arsC_3,;arsC_3,hypothetical protein;Arsenate reductase,arsC
adh_3,adh_3,Alcohol dehydrogenase,adh
napB_2,napB_2,Periplasmic nitrate reductase electron transfer subunit,napB
arsC_1,arsC_1,Arsenate reductase,arsC
fabI_3,fabI_3,Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI,fabI
queF,queF,NADPH-dependent 7-cyano-7-deazaguanine reductase,queF
rclR_1,rclR_1,RCS-specific HTH-type transcriptional activator RclR,rclR
gpm2,gpm2,Acid phosphatase,gpm2
IMPDH_3,IMPDH_3,Inosine-5'-monophosphate dehydrogenase,IMPDH
IMPDH_2,IMPDH_2,Inosine-5'-monophosphate dehydrogenase,IMPDH
glnM,glnM,putative glutamine ABC transporter permease protein GlnM,glnM
aqpZ_1,aqpZ_1,Aquaporin Z,aqpZ
arsH_1,arsH_1,NADPH-dependent FMN reductase ArsH,arsH
yhdY_2,yhdY_2,Inner membrane amino-acid ABC transporter permease protein YhdY,yhdY
glnQ_9,glnQ_9,Glutamine transport ATP-binding protein GlnQ,glnQ
glnH_4,glnH_4,ABC transporter glutamine-binding protein GlnH,glnH
rpiR,rpiR,HTH-type transcriptional regulator RpiR,rpiR
rbsK_2,rbsK_2,Ribokinase,rbsK
adhT_3,adhT_3,Alcohol dehydrogenase,adhT
pta_2,pta_2,Phosphate acetyltransferase,pta
apsI,apsI,D-apiose isomerase,apsI
idnD_3,idnD_3,L-idonate 5-dehydrogenase (NAD(P)(+)),idnD
purR_4,purR_4,HTH-type transcriptional repressor PurR,purR
rutD,rutD,Putative aminoacrylate hydrolase RutD,rutD
ackA_2,ackA_2,Acetate kinase,ackA
ackA_1,ackA_1,Acetate kinase,ackA
xerC_5,xerC_5,Tyrosine recombinase XerC,xerC
araG_2,araG_2,Arabinose import ATP-binding protein AraG,araG
sasA_5,sasA_5,Adaptive-response sensory-kinase SasA,sasA
xpkA_2,xpkA_2,Xylulose-5-phosphate phosphoketolase,xpkA
ndvB_1,ndvB_1,Cyclic beta-(12)-glucan synthase NdvB,ndvB
ligD_1,ligD_1;,Multifunctional non-homologous end joining protein LigD;hypothetical protein,ligD
allB,allB,Allantoinase,allB
nagAb,nagAb,Naphthalene 12-dioxygenase/salicylate 5-hydroxylase systems ferredoxin component,nagAb
bioF_2,bioF_2;,8-amino-7-oxononanoate synthase;Putative pyridoxal phosphate-dependent acyltransferase,bioF
phoB_2,phoB_2,Phosphate regulon transcriptional regulatory protein PhoB,phoB
chuR,;chuR,hypothetical protein;Anaerobic sulfatase-maturating enzyme,chuR
potH_2,potH_2;,Putrescine transport system permease protein PotH;hypothetical protein,potH
doxA_2,doxA_2,Naphthalene 12-dioxygenase system ferredoxin component,doxA
alsT_2,alsT_2,Amino-acid carrier protein AlsT,alsT
ywrO,ywrO,General stress protein 14,ywrO
tmoT_2,tmoT_2,Response regulator protein TmoT,tmoT
phoP_2,phoP_2,Alkaline phosphatase synthesis transcriptional regulatory protein PhoP,phoP
lvr,lvr,Levodione reductase,lvr
sadH,sadH,Putative oxidoreductase SadH,sadH
glmU_3,glmU_3,Bifunctional protein GlmU,glmU
purU_3,purU_3,Formyltetrahydrofolate deformylase,purU
thrB_3,thrB_3,Homoserine kinase,thrB
mglB,mglB,D-galactose-binding periplasmic protein,mglB
xerD_3,xerD_3,Tyrosine recombinase XerD,xerD
iolE_4,iolE_4,Inosose dehydratase,iolE
nodD2_5,nodD2_5,Nodulation protein D 2,nodD2
idhA_1,idhA_1,Inositol 2-dehydrogenase,idhA
iolG_13,iolG_13,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,iolG
xerD_4,xerD_4,Tyrosine recombinase XerD,xerD
potA_6,potA_6,Spermidine/putrescine import ATP-binding protein PotA,potA
intA,intA,Prophage integrase IntA,intA
ybjJ_2,ybjJ_2,Inner membrane protein YbjJ,ybjJ
andAa_2,andAa_2,Anthranilate 12-dioxygenase system ferredoxin--NAD(+) reductase component,andAa
xerC_7,xerC_7,Tyrosine recombinase XerC,xerC
algA,algA,Alginate biosynthesis protein AlgA,algA
dnaC_1,dnaC_1,Replicative DNA helicase,dnaC
gabR_2,gabR_2,HTH-type transcriptional regulatory protein GabR,gabR
arnB_1,arnB_1,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,arnB
cysNC_2,cysNC_2,Bifunctional enzyme CysN/CysC,cysNC
hdfR_4,hdfR_4;,HTH-type transcriptional regulator HdfR;hypothetical protein,hdfR
wzxE,wzxE,Lipid III flippase,wzxE
malT_2,malT_2;,HTH-type transcriptional regulator MalT;hypothetical protein,malT
btrK,btrK,L-glutamyl-[BtrI acyl-carrier protein] decarboxylase,btrK
per,per,GDP-perosamine synthase,per
pglC,pglC,Undecaprenyl phosphate NN'-diacetylbacillosamine 1-phosphate transferase,pglC
rffG,rffG,dTDP-glucose 46-dehydratase 2,rffG
desV,desV,dTDP-3-amino-346-trideoxy-alpha-D-glucose transaminase,desV
wbgU,wbgU;,UDP-N-acetylglucosamine 4-epimerase;UDP-glucose 4-epimerase,wbgU
gsiA_11,;gsiA_11,hypothetical protein;Glutathione import ATP-binding protein GsiA,gsiA
cya_2,cya_2;,Bifunctional hemolysin/adenylate cyclase;hypothetical protein,cya
prcA,prcA;,Calcium-dependent protease;hypothetical protein,prcA
hemL_1,hemL_1;,Glutamate-1-semialdehyde 21-aminomutase;Beta-phenylalanine transaminase,hemL
ybiA,ybiA,N-glycosidase YbiA,ybiA
ddl_2,ddl_2,D-alanine--D-alanine ligase,ddl
recB,recB,RecBCD enzyme subunit RecB,recB
purD_2,purD_2,Phosphoribosylamine--glycine ligase,purD
atoD_1,atoD_1,Acetate CoA-transferase subunit alpha,atoD
cspA_6,cspA_6,Cold shock protein CspA,cspA
cspA_3,cspA_3,Cold shock protein CspA,cspA
vapB_4,vapB_4,Antitoxin VapB,vapB
vapB_3,vapB_3,Antitoxin VapB,vapB
dnaE2_3,dnaE2_3,Error-prone DNA polymerase,dnaE2
fixT_1,fixT_1,Transcriptional regulator protein FixT,fixT
lysC,lysC,Aspartate kinase Ask_LysC,lysC
srrA,srrA,Transcriptional regulatory protein SrrA,srrA
asd,asd,Aspartate-semialdehyde dehydrogenase,asd
hin_2,hin_2,DNA-invertase hin,hin
afsQ1,afsQ1,Transcriptional regulatory protein AfsQ1,afsQ1
vapC_7,vapC_7,Ribonuclease VapC,vapC
ohrB_2,ohrB_2,Organic hydroperoxide resistance protein OhrB,ohrB
pkn1,pkn1,Serine/threonine-protein kinase Pkn1,pkn1
ssuC_5,ssuC_5,Putative aliphatic sulfonates transport permease protein SsuC,ssuC
vbhT_1,vbhT_1,Protein adenylyltransferase VbhT,vbhT
yccF,yccF,Inner membrane protein YccF,yccF
dapH_3,dapH_3,2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferase,dapH
csgA,csgA,C-factor,csgA
oxyR_2,oxyR_2,Hydrogen peroxide-inducible genes activator,oxyR
pinR,pinR,Serine recombinase PinR,pinR
hin_1,hin_1,DNA-invertase hin,hin
rfbC_1,rfbC_1,dTDP-4-dehydrorhamnose 35-epimerase,rfbC
hlyD,hlyD,Hemolysin secretion protein D chromosomal,hlyD
fixJ_1,fixJ_1,Transcriptional regulatory protein FixJ,fixJ
hin,hin,DNA-invertase hin,hin
asd2_3,asd2_3,Aspartate-semialdehyde dehydrogenase 2,asd2
insK,insK,Putative transposase InsK for insertion sequence element IS150,insK
scpB_2,scpB_2,Segregation and condensation protein B,scpB
dapH_2,dapH_2,2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferase,dapH
xynR_2,xynR_2,HTH-type transcriptional regulator XynR,xynR
radA_2,radA_2,DNA repair protein RadA,radA
xerC_11,xerC_11,Tyrosine recombinase XerC,xerC
suhB_1,suhB_1,Fructose-16-bisphosphatase/inositol-1-monophosphatase,suhB
budC,budC,Diacetyl reductase [(S)-acetoin forming],budC
xerC_10,xerC_10,Tyrosine recombinase XerC,xerC
gsiD_5,gsiD_5,Glutathione transport system permease protein GsiD,gsiD
cpdA_2,cpdA_2,3'5'-cyclic adenosine monophosphate phosphodiesterase CpdA,cpdA
COQ3_3,COQ3_3,Ubiquinone biosynthesis O-methyltransferase mitochondrial,COQ3
lexA_4,lexA_4,LexA repressor,lexA
esiB_2,esiB_2,Secretory immunoglobulin A-binding protein EsiB,esiB
sugA_5,sugA_5,Trehalose transport system permease protein SugA,sugA
pphA_2,pphA_2,Phosphonopyruvate hydrolase,pphA
oppC,oppC,Oligopeptide transport system permease protein OppC,oppC
traC_1,traC_1,DNA primase TraC,traC
menH_3,menH_3,2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase,menH
gbpR_3,gbpR_3,HTH-type transcriptional regulator GbpR,gbpR
occR_2,occR_2,Octopine catabolism/uptake operon regulatory protein OccR,occR
gcvA_15,gcvA_15,Glycine cleavage system transcriptional activator,gcvA
pphA_3,pphA_3,Phosphonopyruvate hydrolase,pphA
gcvA_10,gcvA_10,Glycine cleavage system transcriptional activator,gcvA
gsiC_17,gsiC_17,Glutathione transport system permease protein GsiC,gsiC
gsiC_10,gsiC_10,Glutathione transport system permease protein GsiC,gsiC
gsiC_9,gsiC_9,Glutathione transport system permease protein GsiC,gsiC
auaH,auaH,Aurachin B dehydrogenase,auaH
corA_4,corA_4,Cobalt/magnesium transport protein CorA,corA
doeB_2,doeB_2,N-alpha-acetyl-L-24-diaminobutyric acid deacetylase,doeB
corA_3,corA_3,Magnesium transport protein CorA,corA
gsiA_15,gsiA_15,Glutathione import ATP-binding protein GsiA,gsiA
ctaC_3,ctaC_3,Cytochrome c oxidase subunit 2,ctaC
gsiA_10,gsiA_10,Glutathione import ATP-binding protein GsiA,gsiA
ddl_1,ddl_1,D-alanine--D-alanine ligase,ddl
xerC_4,xerC_4,Tyrosine recombinase XerC,xerC
kup_7,kup_7,Low affinity potassium transport system protein kup,kup
noc_3,noc_3,Nucleoid occlusion protein,noc
dhmA_2,dhmA_2,Haloalkane dehalogenase,dhmA
fni_2,fni_2,Isopentenyl-diphosphate delta-isomerase,fni
phnT,phnT,Putative 2-aminoethylphosphonate import ATP-binding protein PhnT,phnT
mtnA,mtnA,Methylthioribose-1-phosphate isomerase,mtnA
ddl_3,ddl_3,D-alanine--D-alanine ligase,ddl
potD_2,potD_2,Spermidine/putrescine-binding periplasmic protein,potD
resA_1,resA_1,Thiol-disulfide oxidoreductase ResA,resA
oatA_1,oatA_1,O-acetyltransferase OatA,oatA
btuD_17,btuD_17,Vitamin B12 import ATP-binding protein BtuD,btuD
cpt,cpt,Carboxypeptidase T,cpt
xerC_9,xerC_9,Tyrosine recombinase XerC,xerC
hipO_4,hipO_4,Hippurate hydrolase,hipO
tyrB_2,tyrB_2,Aromatic-amino-acid aminotransferase,tyrB
scmP_1,scmP_1,N-acetylcysteine deacetylase,scmP
doeA_3,doeA_3,Ectoine hydrolase,doeA
scmP_2,scmP_2,N-acetylcysteine deacetylase,scmP
fadA_3,fadA_3,3-ketoacyl-CoA thiolase,fadA
doeA_4,doeA_4,Ectoine hydrolase,doeA
cefD,cefD,Isopenicillin N epimerase,cefD
penM,penM,Pentalenolactone synthase,penM
nylB,nylB',6-aminohexanoate-dimer hydrolase,nylB
hipA,hipA,Serine/threonine-protein kinase toxin HipA,hipA
carB_4,carB_4,Carbamoyl-phosphate synthase large chain,carB
xerC_6,xerC_6,Tyrosine recombinase XerC,xerC
mtnK,mtnK,Methylthioribose kinase,mtnK
carB_3,carB_3,Carbamoyl-phosphate synthase large chain,carB
ylmB,ylmB,N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase,ylmB
entS_5,entS_5,Enterobactin exporter EntS,entS
lysA_2,lysA_2,Diaminopimelate decarboxylase,lysA
glnA_3,glnA_3,Glutamine synthetase,glnA
gsiB_2,gsiB_2,Glutathione-binding protein GsiB,gsiB
mglA_6,mglA_6,Galactose/methyl galactoside import ATP-binding protein MglA,mglA
hbpA_5,hbpA_5,Heme-binding protein A,hbpA
recF_2,recF_2,DNA replication and repair protein RecF,recF
gsiB_3,gsiB_3,Glutathione-binding protein GsiB,gsiB
moxF_2,moxF_2,Methanol dehydrogenase [cytochrome c] subunit 1,moxF
yjcD,yjcD,Putative ATP-dependent DNA helicase YjcD,yjcD
ctaD_2,ctaD_2,Cytochrome c oxidase subunit 1,ctaD
ftsH_1,ftsH_1,ATP-dependent zinc metalloprotease FtsH,ftsH
recF_1,recF_1,DNA replication and repair protein RecF,recF
actP_1,actP_1,Copper-transporting P-type ATPase,actP
dnaK_3,dnaK_3,Chaperone protein DnaK,dnaK
recD2_3,recD2_3,ATP-dependent RecD-like DNA helicase,recD2
dnaN_3,dnaN_3;,Beta sliding clamp;hypothetical protein,dnaN
traG,;traG,hypothetical protein;Conjugal transfer protein TraG,traG
dppE_2,;dppE_2,hypothetical protein;Dipeptide-binding protein DppE,dppE
oatWY,;oatWY,hypothetical protein;Polysialic acid O-acetyltransferase,oatWY
ridA_2,ridA_2,2-iminobutanoate/2-iminopropanoate deaminase,ridA
dadA1_3,dadA1_3,D-amino acid dehydrogenase 1,dadA1
alr_1,alr_1,Alanine racemase,alr
lrp_7,lrp_7,Leucine-responsive regulatory protein,lrp
decR_5,decR_5,DNA-binding transcriptional activator DecR,decR
spuC_3,spuC_3,Putrescine--pyruvate aminotransferase,spuC
safD_1,safD_1,Sulfoacetaldehyde dehydrogenase,safD
ybiI,ybiI,putative protein YbiI,ybiI
ala,ala,Alanine dehydrogenase,ala
scoB_2,scoB_2,putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B,scoB
ucpA_1,ucpA_1,Oxidoreductase UcpA,ucpA
xerD_1,xerD_1,Tyrosine recombinase XerD,xerD
rcsC_2,rcsC_2,Sensor histidine kinase RcsC,rcsC
cpdR_3,cpdR_3,Response regulator receiver protein CpdR,cpdR
rfaH,rfaH,Transcription antitermination protein RfaH,rfaH
sctC_1,sctC_1,Type 3 secretion system secretin,sctC
rnhA_2,rnhA_2,Ribonuclease H,rnhA
tnpR,tnpR,Transposon gamma-delta resolvase,tnpR
proP,proP,Proline/betaine transporter,proP
scoB_1,scoB_1,putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B,scoB
yodC,yodC,Putative NAD(P)H nitroreductase YodC,yodC
ycaC_3,ycaC_3,putative hydrolase YcaC,ycaC
ycaC_5,ycaC_5,putative hydrolase YcaC,ycaC
dapH_1,dapH_1,2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferase,dapH
bdcA_1,bdcA_1,Cyclic-di-GMP-binding biofilm dispersal mediator protein,bdcA
frcA_5,frcA_5,Fructose import ATP-binding protein FrcA,frcA
yscU,yscU,Yop proteins translocation protein U,yscU
cpdA_4,cpdA_4,3'5'-cyclic adenosine monophosphate phosphodiesterase CpdA,cpdA
yhhW,yhhW,Quercetin 23-dioxygenase,yhhW
dpnM,dpnM,Modification methylase DpnIIA,dpnM
COQ3_2,COQ3_2,Ubiquinone biosynthesis O-methyltransferase mitochondrial,COQ3
gsiD_1,gsiD_1,Glutathione transport system permease protein GsiD,gsiD
dmlR_15,dmlR_15,HTH-type transcriptional regulator DmlR,dmlR
dmlR_4,dmlR_4,HTH-type transcriptional regulator DmlR,dmlR
tdh_5,tdh_5,L-threonine 3-dehydrogenase,tdh
dmlR_9,dmlR_9,HTH-type transcriptional regulator DmlR,dmlR
mhqO_2,mhqO_2,Putative ring-cleaving dioxygenase MhqO,mhqO
gsiC_12,gsiC_12,Glutathione transport system permease protein GsiC,gsiC
rclR_3,rclR_3,RCS-specific HTH-type transcriptional activator RclR,rclR
ligD_3,ligD_3,Multifunctional non-homologous end joining protein LigD,ligD
alsB,alsB,D-allose-binding periplasmic protein,alsB
dppB_3,dppB_3,Dipeptide transport system permease protein DppB,dppB
galE_3,galE_3,UDP-glucose 4-epimerase,galE
oppF_1,oppF_1,Oligopeptide transport ATP-binding protein OppF,oppF
fadA_1,fadA_1,3-ketoacyl-CoA thiolase,fadA
ligD_5,ligD_5,Multifunctional non-homologous end joining protein LigD,ligD
rbsC_12,rbsC_12,Ribose import permease protein RbsC,rbsC
oppD_1,oppD_1,Oligopeptide transport ATP-binding protein OppD,oppD
pknD,pknD,Serine/threonine-protein kinase PknD,pknD
chaA_1,chaA_1,Sodium-potassium/proton antiporter ChaA,chaA
aspA_2,aspA_2,Aspartate ammonia-lyase,aspA
doeA_2,doeA_2,Ectoine hydrolase,doeA
iscS_2,iscS_2,Cysteine desulfurase IscS,iscS
cpdA_3,cpdA_3,3'5'-cyclic adenosine monophosphate phosphodiesterase CpdA,cpdA
rssB,rssB,Regulator of RpoS,rssB
aspA_1,aspA_1,Aspartate ammonia-lyase,aspA
intS,intS,Prophage integrase IntS,intS
dapE_1,dapE_1,Succinyl-diaminopimelate desuccinylase,dapE
PURA,PURA,Adenylosuccinate synthetase organellar chromatophore,PURA
ssaV,ssaV,Secretion system apparatus protein SsaV,ssaV
gsiA_8,gsiA_8,Glutathione import ATP-binding protein GsiA,gsiA
nfdA_3,nfdA_3,N-substituted formamide deformylase,nfdA
ftsH_3,ftsH_3,ATP-dependent zinc metalloprotease FtsH,ftsH
yjcS,yjcS,Putative alkyl/aryl-sulfatase YjcS,yjcS
fcuA,fcuA,Ferrichrome receptor FcuA,fcuA
btuD_8,btuD_8,Vitamin B12 import ATP-binding protein BtuD,btuD
ltrA_2,ltrA_2,Group II intron-encoded protein LtrA,ltrA
bepA_6,bepA_6,Protein adenylyltransferase,bepA
tdh_4,tdh_4,L-threonine 3-dehydrogenase,tdh
soj,soj,Sporulation initiation inhibitor protein Soj,soj
traR_1,traR_1,Transcriptional activator protein TraR,traR
vgb_2,vgb_2,Virginiamycin B lyase,vgb
azoR1_2,azoR1_2,FMN-dependent NADH-azoreductase 1,azoR1
linX_2,linX_2,25-dichloro-25-cyclohexadiene-14-diol dehydrogenase LinX,linX
dhaL_2,dhaL_2,PEP-dependent dihydroxyacetone kinase ADP-binding subunit DhaL,dhaL
yecS_9,yecS_9,L-cystine transport system permease protein YecS,yecS
gdhA,gdhA,Glutamate dehydrogenase,gdhA
occM_2,occM_2,Octopine transport system permease protein OccM,occM
occQ,occQ,Octopine transport system permease protein OccQ,occQ
proA_1,proA_1,4-hydroxy-4-methyl-2-oxoglutarate aldolase/4-carboxy-4-hydroxy-2-oxoadipate aldolase,proA
resA,resA,Thiol-disulfide oxidoreductase ResA,resA
yciC,yciC,Putative metal chaperone YciC,yciC
glnP_2,glnP_2,Glutamine transport system permease protein GlnP,glnP
nanR_8,nanR_8,HTH-type transcriptional repressor NanR,nanR
dnaN_4,dnaN_4,Beta sliding clamp,dnaN
stp,stp,Serine/threonine phosphatase stp,stp
kpsM_2,kpsM_2,Polysialic acid transport protein KpsM,kpsM
fabG1,fabG1,3-oxoacyl-[acyl-carrier-protein] reductase FabG1,fabG1
dpgD,dpgD,Enoyl-CoA-hydratase,dpgD
rsbQ,rsbQ,Sigma factor SigB regulation protein RsbQ,rsbQ
frcA_4,frcA_4,Fructose import ATP-binding protein FrcA,frcA
otnI_1,otnI_1,2-oxo-tetronate isomerase,otnI
nocT,nocT,Nopaline-binding periplasmic protein,nocT
rhmA,rhmA,2-keto-3-deoxy-L-rhamnonate aldolase,rhmA
gno_4,gno_4,Gluconate 5-dehydrogenase,gno
neo_2,neo_2,Aminoglycoside 3'-phosphotransferase,neo
ssuC_3,ssuC_3,Putative aliphatic sulfonates transport permease protein SsuC,ssuC
ribX_1,ribX_1,Riboflavin transport system permease protein RibX,ribX
ssuB_2,ssuB_2,Aliphatic sulfonates import ATP-binding protein SsuB,ssuB
vgb_3,vgb_3,Virginiamycin B lyase,vgb
ltxB,ltxB,Leukotoxin export ATP-binding protein LtxB,ltxB
cmpR_4,cmpR_4,HTH-type transcriptional activator CmpR,cmpR
traC_2,traC_2,DNA primase TraC,traC
aam_1,aam_1,Acylamidase,aam
pgrR_13,pgrR_13,HTH-type transcriptional regulator PgrR,pgrR
gcvA_14,gcvA_14,Glycine cleavage system transcriptional activator,gcvA
vgb_5,vgb_5,Virginiamycin B lyase,vgb
hdfR_5,hdfR_5,HTH-type transcriptional regulator HdfR,hdfR
araD_2,araD_2,L-2-keto-3-deoxyarabonate dehydratase,araD
nicB_2,nicB_2,Nicotinate dehydrogenase subunit B,nicB
atsK,atsK,Alpha-ketoglutarate-dependent sulfate ester dioxygenase,atsK
gsiC_11,gsiC_11,Glutathione transport system permease protein GsiC,gsiC
gcvA_13,gcvA_13,Glycine cleavage system transcriptional activator,gcvA
oppD_4,oppD_4,Oligopeptide transport ATP-binding protein OppD,oppD
ligD_6,ligD_6,Multifunctional non-homologous end joining protein LigD,ligD
dhaK2_2,dhaK-2_2,PTS-dependent dihydroxyacetone kinase 2 dihydroxyacetone-binding subunit DhaK,dhaK2
lsrB_5,lsrB_5,Autoinducer 2-binding protein LsrB,lsrB
araH_3,araH_3,L-arabinose transport system permease protein AraH,araH
rbsC_24,rbsC_24,Ribose import permease protein RbsC,rbsC
btuD_13,btuD_13,Vitamin B12 import ATP-binding protein BtuD,btuD
tsaM1,tsaM1,Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1,tsaM1
mauG,mauG,Methylamine utilization protein MauG,mauG
yajO_4,yajO_4,1-deoxyxylulose-5-phosphate synthase YajO,yajO
bepF_5,bepF_5,Efflux pump periplasmic linker BepF,bepF
ccpA_3,ccpA_3,Cytochrome c551 peroxidase,ccpA
rbsR_2,rbsR_2,Ribose operon repressor,rbsR
dinB_4,dinB_4,DNA polymerase IV,dinB
mdtA_4,mdtA_4,Multidrug resistance protein MdtA,mdtA
hmp_5,hmp_5,Flavohemoprotein,hmp
pla,pla,Coagulase/fibrinolysin,pla
hisC_6,hisC_6,Histidinol-phosphate aminotransferase,hisC
dnaN_1,dnaN_1,Beta sliding clamp,dnaN
rbsC_9,rbsC_9,Ribose import permease protein RbsC,rbsC
ltrA_1,ltrA_1,Group II intron-encoded protein LtrA,ltrA
sasA_10,sasA_10,Adaptive-response sensory-kinase SasA,sasA
xerC_1,xerC_1,Tyrosine recombinase XerC,xerC
yfdE_2,yfdE_2,Acetyl-CoA:oxalate CoA-transferase,yfdE
vgb_1,vgb_1,Virginiamycin B lyase,vgb
nepI_4,nepI_4,Purine ribonucleoside efflux pump NepI,nepI
araB_4,araB_4,Ribulokinase,araB
soxA_4,soxA_4,Monomeric sarcosine oxidase,soxA
hemL,hemL,Glutamate-1-semialdehyde 21-aminomutase,hemL
gucD,gucD,Alpha-ketoglutaric semialdehyde dehydrogenase,gucD
imuB_3,imuB_3,Protein ImuB,imuB
rbsA_13,rbsA_13,Ribose import ATP-binding protein RbsA,rbsA
gsiB_1,gsiB_1,Glutathione-binding protein GsiB,gsiB
araB_2,araB_2,Ribulokinase,araB
apc4_2,apc4_2,Acetophenone carboxylase delta subunit,apc4
ilvB1,ilvB1,Acetolactate synthase large subunit IlvB1,ilvB1
entS_2,entS_2,Enterobactin exporter EntS,entS
btuD_19,btuD_19,Vitamin B12 import ATP-binding protein BtuD,btuD
apc3_2,apc3_2,Acetophenone carboxylase gamma subunit,apc3
vgb_4,vgb_4,Virginiamycin B lyase,vgb
mdtB,mdtB,Multidrug resistance protein MdtB,mdtB
group_6445,dmlR_9,hypothetical protein;HTH-type transcriptional regulator DmlR,dmlR
